refit_date,const,rv_d,rv_w,rv_m
2024-10-31,-2.0737635912550707,0.09671475066561064,0.3147775543056801,0.3414561039807708
2024-12-02,-2.0770701242779244,0.0966841863178079,0.31426797514736055,0.3416536645029338
2025-01-02,-2.073724630842109,0.09566285804138297,0.31468616762955826,0.34271894740083214
2025-02-04,-2.1044808258122707,0.09611059252727228,0.31053067997089556,0.34298086234682423
2025-03-06,-2.1065572768380245,0.09510503360426781,0.31165419340566297,0.34266700619698315
2025-04-04,-2.1105781408087076,0.09555158967671867,0.30892285998649144,0.3442243762131637
2025-05-06,-2.056823200653904,0.09586255844104119,0.312668913130885,0.34502673579046594
2025-06-05,-2.0736921498053222,0.09573484940915844,0.31265109500906557,0.34353942295750683
2025-07-08,-2.094718011140888,0.09570274826174391,0.31352417635722574,0.34076410939541385
2025-08-06,-2.095037806109772,0.09526468219805656,0.3169117850121952,0.33803669840843414
2025-09-05,-2.092542730957777,0.09484186093660446,0.31671809304355303,0.3389529833956941
2025-10-06,-2.0862418202128206,0.09448922556732975,0.316484089965853,0.3402650974282296
2025-11-04,-2.093149950198841,0.09449995128587585,0.31555441046089516,0.34041160274474425
2025-12-04,-2.1009970163201537,0.09468932498952864,0.31460460993261724,0.34022584581676063
2026-01-06,-2.110600599341805,0.0953198139235511,0.31239430280538866,0.3410110923820588
2026-02-05,-2.119327520700116,0.09495300968833814,0.3127675605536552,0.34017810471261334
2026-03-09,-2.135834849375649,0.09477993825138248,0.3138330485521581,0.33742968376755444
2026-04-08,-2.1347080246607715,0.09464864974989562,0.314050696365634,0.3373392681952964
2026-05-07,-2.1393351586930778,0.09431683159251159,0.3143751621765299,0.3369163693706616
2026-06-08,-2.145015008789988,0.094078391116944,0.31627034133454607,0.33486191601576365
2026-07-09,-2.155862733598257,0.09394491074795164,0.3132788526808844,0.33663324052950316
2026-08-07,-2.1603753322703954,0.09420289867018827,0.311751248536542,0.337491706384615
2026-09-08,-2.1664128749574854,0.09441726419244922,0.31077692674781465,0.33788442947983915
